loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,pub_rec_bankruptcies
24000,24000,23975.0, 60 months,12.69%,542.28,B,B5,Pearson Education,4 years,103000.0,Verified,11-Dec,Fully Paid,debt_consolidation,024xx,MA,5.2,1,9,0,9557,65.90%,24,16-Mar,0
24000,24000,23975.0, 60 months,17.58%,603.98,D,D4,McCormick and Priore  PC,3 years,125004.0,Verified,11-Dec,Current,debt_consolidation,190xx,PA,5.14,0,10,0,10708,68.60%,26,16-May,0
7000,7000,7000.0, 36 months,10.65%,228.02,B,B2,Department of the Treasury,2 years,36475.0,Not Verified,11-Nov,Charged Off,debt_consolidation,303xx,GA,21.06,2,19,0,3976,62.40%,24,12-Jul,0
17500,17500,17250.0, 36 months,10.65%,570.04,B,B2,,10+ years,78413.0,Verified,11-Dec,Fully Paid,credit_card,630xx,MO,18.93,0,8,0,29221,88.50%,34,14-Feb,0
6400,6400,6400.0, 36 months,7.51%,199.11,A,A3,Fairchild AFB,10+ years,44000.0,Not Verified,11-Nov,Fully Paid,credit_card,990xx,WA,24.33,1,10,0,8833,59.90%,30,14-Dec,0
15000,15000,14975.0, 60 months,17.27%,374.97,D,D3,CarMax,< 1 year,62000.0,Verified,11-Dec,Current,debt_consolidation,956xx,CA,22.16,1,10,0,13854,74.10%,45,16-May,0
13000,13000,12975.0, 36 months,7.90%,406.78,A,A4,Lafayette State Bank,3 years,33000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,326xx,FL,10.87,0,9,0,13974,46.30%,13,14-Dec,0
18000,18000,18000.0, 60 months,15.96%,437.35,C,C5,Sheetz Inc,9 years,63000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,168xx,PA,13.89,1,8,0,14756,57.40%,16,16-Feb,0
8000,8000,7975.0, 36 months,6.62%,245.63,A,A2,AT&T,2 years,65000.0,Source Verified,11-Nov,Fully Paid,small_business,331xx,FL,11.8,0,9,0,3172,21.60%,12,13-Jul,0
7800,7800,7800.0, 36 months,10.65%,254.08,B,B2,Team Detroit,9 years,48000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,802xx,CO,7.15,2,6,0,11063,74.70%,24,12-Feb,0
15000,15000,15000.0, 36 months,14.27%,514.64,C,C2,Colliers international,5 years,53000.0,Verified,11-Nov,Fully Paid,debt_consolidation,957xx,CA,22.03,1,9,0,5286,44.80%,14,14-May,0
23600,23600,23600.0, 60 months,18.64%,607.54,E,E1,Texsport,10+ years,60000.0,Verified,11-Dec,Current,debt_consolidation,775xx,TX,24.36,2,10,0,17969,50.90%,21,16-May,0
15000,15000,15000.0, 36 months,12.42%,501.23,B,B4,LOTUS COMMUNICATIONS CORP,4 years,95000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,900xx,CA,15.74,1,6,0,15274,56.20%,9,14-Apr,0
24000,24000,23725.0, 60 months,18.25%,612.72,D,D5,Supreme Court,10+ years,86779.0,Verified,11-Dec,Charged Off,wedding,100xx,NY,18.35,0,18,0,14905,78.50%,35,13-Mar,0
23500,23500,23475.0, 60 months,12.69%,530.98,B,B5,New York State Parks,10+ years,48000.0,Verified,11-Dec,Fully Paid,debt_consolidation,109xx,NY,16.05,0,6,0,21175,72.80%,11,15-Nov,0
35000,35000,34950.0, 60 months,21.67%,960.11,F,F3,"Global Artificial Lift, A Halliburton Co",4 years,83500.0,Verified,11-Dec,Fully Paid,debt_consolidation,740xx,OK,19.9,1,16,0,13082,53%,23,13-Apr,0
2100,2100,2100.0, 36 months,17.27%,75.16,D,D3,united states navy,4 years,44400.0,Source Verified,11-Nov,Fully Paid,other,234xx,VA,6.49,0,3,0,7398,85%,5,14-Dec,0
16600,16600,16600.0, 60 months,15.96%,403.33,C,C5,Coventry Health Care,10+ years,40000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,219xx,MD,13.17,3,13,0,15964,65.10%,24,13-Aug,0
18000,18000,18000.0, 60 months,15.96%,437.35,C,C5,United States Army ,3 years,102000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,662xx,KS,14.64,1,8,0,14754,69.60%,25,12-Sep,0
16000,16000,16000.0, 36 months,14.27%,548.95,C,C2,at&t,5 years,60000.0,Not Verified,11-Nov,Fully Paid,credit_card,724xx,AR,18.62,1,11,0,15916,60.10%,25,13-Aug,0
12000,12000,12000.0, 36 months,12.42%,400.99,B,B4,Strictly Business Computer Systems,10+ years,37500.0,Source Verified,11-Nov,Fully Paid,credit_card,456xx,OH,13.25,0,6,0,15360,93.10%,13,13-Sep,0
18000,18000,18000.0, 60 months,19.03%,467.23,E,E2,"Pomoco Group, Inc.",10+ years,75000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,238xx,VA,17.57,1,9,0,11776,97.30%,15,13-Jun,0
10800,10800,10800.0, 36 months,13.49%,366.45,C,C1,South Florida Workforce,< 1 year,50000.0,Verified,11-Nov,Fully Paid,credit_card,331xx,FL,23.71,0,18,0,9864,94.80%,28,14-Dec,0
15000,15000,15000.0, 36 months,12.42%,501.23,B,B4,Mansfield Center for Nursing & Rehab,10+ years,47840.0,Verified,11-Nov,Fully Paid,debt_consolidation,062xx,CT,17.21,0,11,0,11705,78%,18,14-Mar,0
7100,7100,7100.0, 36 months,15.27%,247.07,C,C4,PPSU,10+ years,40000.0,Not Verified,11-Nov,Fully Paid,home_improvement,080xx,NJ,16.08,1,6,0,5367,62.40%,11,13-Dec,0
10000,10000,10000.0, 36 months,9.91%,322.25,B,B1,FIS Global,6 years,80000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,606xx,IL,20.05,1,7,0,14811,72.60%,13,14-Jul,0
6000,6000,6000.0, 36 months,12.69%,201.27,B,B5,Institute of Medicine,5 years,51000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,214xx,MD,19.91,0,11,0,12283,74.40%,26,14-Dec,0
10400,10400,10400.0, 36 months,16.29%,367.13,D,D1,PHI,10+ years,65000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,207xx,MD,24.57,1,10,0,15719,90.90%,14,14-Nov,0
2000,2000,2000.0, 36 months,12.42%,66.84,B,B4,COVAN WORLDWIDE MOVING,3 years,25056.0,Not Verified,11-Nov,Fully Paid,other,363xx,AL,20.79,0,12,0,2730,43.30%,23,14-Sep,0
8000,8000,8000.0, 36 months,16.29%,282.41,D,D1,Maggio Data Forms,4 years,75000.0,Verified,11-Nov,Fully Paid,debt_consolidation,117xx,NY,17.52,1,15,0,21050,65.10%,34,14-Jul,0
10000,10000,10000.0, 36 months,14.27%,343.09,C,C2,Sun Sentinel/Career usa (2 jobs),10+ years,40000.0,Verified,11-Nov,Fully Paid,debt_consolidation,334xx,FL,11.67,1,5,0,9516,76.70%,16,13-Dec,0
12000,12000,12000.0, 36 months,11.71%,396.92,B,B3,ps1 contemporary art center,10+ years,83000.0,Not Verified,11-Nov,Fully Paid,credit_card,111xx,NY,17.99,1,7,0,12632,70.20%,15,14-Dec,0
16000,16000,16000.0, 60 months,15.96%,388.75,C,C5,MGM Resorts Aviation,7 years,61000.0,Verified,11-Dec,Current,debt_consolidation,890xx,NV,20.52,1,14,0,13990,67.30%,27,16-May,0
35000,35000,35000.0, 36 months,19.03%,1283.5,E,E2,Beaufort LLC,6 years,200000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,237xx,VA,4.18,0,8,0,13645,91.60%,19,14-Dec,0
4500,4500,4500.0, 36 months,6.62%,138.17,A,A2,Kimpton Hotels & Restaurants- Jackson 20,2 years,42000.0,Not Verified,11-Nov,Fully Paid,wedding,223xx,VA,25.17,2,10,0,24868,39.70%,24,13-May,0
12000,12000,11950.0, 60 months,19.03%,311.49,E,E2,SUNOCO INC,5 years,80000.0,Verified,11-Dec,Fully Paid,credit_card,125xx,NY,17.16,2,9,0,15405,65.80%,22,14-Jul,0
20000,20000,19200.0, 36 months,7.90%,625.81,A,A4,Hitran Corp.,10+ years,120000.0,Verified,11-Nov,Fully Paid,medical,088xx,NJ,5.22,1,10,0,531,0.60%,28,14-Dec,0
10000,10000,10000.0, 36 months,10.65%,325.74,B,B2,Urban beat dance,4 years,45000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,600xx,IL,19.28,2,8,0,9695,69.20%,28,14-Feb,0
20000,20000,20000.0, 60 months,19.42%,523.45,E,E3,Shoppers,10+ years,48000.0,Verified,11-Dec,Fully Paid,debt_consolidation,173xx,PA,16.2,1,5,1,13224,96.50%,9,14-Dec,1
28000,28000,27975.0, 60 months,20.89%,755.77,F,F1,Lodi Memorial Hospital,2 years,80000.0,Verified,11-Dec,Current,debt_consolidation,959xx,CA,18.77,1,11,0,16824,90.50%,19,16-May,0
4000,4000,3750.0, 36 months,10.65%,130.3,B,B2,Social Security Administration,10+ years,90000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,940xx,CA,9.57,0,13,0,17051,81.40%,27,13-Jun,0
12000,12000,11900.0, 36 months,6.03%,365.23,A,A1,Cummins Power Generation,4 years,75000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,551xx,MN,11.68,2,14,0,11703,22.20%,26,14-Dec,0
12000,12000,12000.0, 36 months,16.77%,426.47,D,D2,DELL,4 years,98000.0,Verified,11-Nov,Fully Paid,debt_consolidation,786xx,TX,6.22,2,6,0,18151,89%,12,13-Apr,0
20000,20000,19650.0, 36 months,13.49%,678.61,C,C1,Reliant Rehabilitation,1 year,118560.0,Verified,11-Nov,Fully Paid,credit_card,752xx,TX,10.54,2,22,0,24605,31.40%,63,14-May,0
8000,8000,8000.0, 36 months,7.90%,250.33,A,A4,Garden of Life,2 years,72000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,641xx,MO,6.4,2,5,0,19531,45.10%,9,14-Jun,0
35000,35000,34925.0, 60 months,18.64%,901.01,E,E1,Cedars Sinai,3 years,140000.0,Verified,11-Dec,Current,credit_card,900xx,CA,12.0,1,12,0,30999,75.30%,20,16-May,0
20000,20000,19375.0, 36 months,11.71%,661.52,B,B3,Oracle,3 years,120000.0,Verified,11-Nov,Fully Paid,debt_consolidation,760xx,TX,17.33,0,15,0,47136,79.20%,30,14-Nov,0
20000,20000,20000.0, 36 months,12.42%,668.31,B,B4,,7 years,77000.0,Verified,11-Nov,Fully Paid,debt_consolidation,303xx,GA,20.06,1,12,0,18868,62.50%,38,14-Dec,0
3500,3500,3500.0, 36 months,7.90%,109.52,A,A4,Hand & Stone,3 years,60000.0,Not Verified,11-Nov,Fully Paid,home_improvement,281xx,NC,8.1,0,6,0,3426,3.40%,11,12-Nov,0
5000,5000,5000.0, 36 months,13.49%,169.66,C,C1,Birmingham Covington School,4 years,36000.0,Source Verified,11-Nov,Charged Off,wedding,480xx,MI,14.33,0,6,0,3989,72.50%,8,12-Aug,0
1300,1300,1300.0, 36 months,14.27%,44.61,C,C2,CDM Media,4 years,60000.0,Not Verified,11-Dec,Charged Off,moving,968xx,HI,7.8,1,7,0,7676,97.80%,8,13-May,0
7500,7500,7500.0, 36 months,15.27%,260.99,C,C4,Hennepin County Medical Center,4 years,45000.0,Source Verified,11-Nov,Fully Paid,credit_card,554xx,MN,6.51,2,7,0,7534,64.30%,24,15-Jan,0
7800,7800,7800.0, 36 months,8.90%,247.68,A,A5,Coca Cola  ,10+ years,117000.0,Source Verified,11-Nov,Fully Paid,medical,300xx,GA,17.39,0,16,0,64406,69.10%,32,12-Oct,0
6925,6925,6925.0, 36 months,11.71%,229.06,B,B3,Yes Graphics Printing Co.,6 years,25000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,970xx,OR,21.74,0,7,0,11588,87.80%,15,14-Dec,0
12800,12800,12800.0, 36 months,13.49%,434.31,C,C1,Borden Insurance,10+ years,80000.0,Not Verified,11-Nov,Fully Paid,credit_card,783xx,TX,18.43,1,6,0,13412,69.50%,16,14-Jan,0
15000,15000,15000.0, 36 months,15.27%,521.97,C,C4,r.murphy co.,10+ years,48000.0,Not Verified,11-Nov,Charged Off,debt_consolidation,014xx,MA,18.63,1,13,0,12313,88.60%,17,12-Jul,0
8000,8000,8000.0, 36 months,12.69%,268.36,B,B5,Stanford University,6 years,40800.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,944xx,CA,7.44,1,5,0,5522,42.50%,9,14-Dec,0
5375,5375,5375.0, 36 months,12.69%,180.31,B,B5,THE PANTRY,5 years,18000.0,Not Verified,11-Nov,Fully Paid,credit_card,282xx,NC,17.0,0,9,0,5631,60.30%,10,14-Dec,0
2500,2500,2500.0, 36 months,12.69%,83.87,B,B5,Springleaf Financial Services,< 1 year,42500.0,Source Verified,11-Nov,Fully Paid,credit_card,970xx,OR,13.5,0,6,0,15444,84.80%,21,14-Dec,0
17625,17625,17625.0, 36 months,8.90%,559.66,A,A5,UT System Med Foundation,1 year,45000.0,Verified,11-Nov,Fully Paid,debt_consolidation,770xx,TX,24.67,1,18,0,11148,44.50%,51,14-Feb,0
6000,6000,6000.0, 36 months,15.27%,208.79,C,C4,United States Navy,10+ years,66000.0,Verified,11-Nov,Charged Off,other,233xx,VA,23.38,3,9,0,1297,11.60%,37,13-Feb,0
7100,7100,7100.0, 36 months,12.42%,237.25,B,B4,"H&T Seafood Inc,",< 1 year,24000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,917xx,CA,17.65,1,14,0,10218,79.20%,15,14-May,0
20000,20000,19950.0, 60 months,16.77%,494.59,D,D2,WINDY GATES,10+ years,110000.0,Verified,11-Dec,Current,debt_consolidation,112xx,NY,5.5,1,5,0,16096,92.50%,16,16-May,0
2800,2800,2800.0, 36 months,10.65%,91.21,B,B2,Autozone,2 years,90000.0,Not Verified,11-Dec,Fully Paid,medical,306xx,GA,18.83,2,8,0,2309,52.50%,27,14-Dec,0
14000,14000,14000.0, 60 months,20.89%,377.89,F,F1,Thermadyne,3 years,158000.0,Not Verified,11-Dec,Fully Paid,credit_card,761xx,TX,20.04,1,13,0,5987,87.30%,30,13-May,0
12000,12000,12000.0, 36 months,7.51%,373.33,A,A3,Baxter Auto Parts,4 years,32000.0,Not Verified,11-Nov,Fully Paid,credit_card,984xx,WA,19.05,1,11,0,10521,51.70%,22,14-Dec,0
6625,6625,6625.0, 36 months,12.69%,222.24,B,B5,FedCap Home Care,3 years,24947.3,Not Verified,11-Nov,Charged Off,credit_card,100xx,NY,21.55,1,12,0,11475,77.40%,20,12-Nov,0
14675,14675,14675.0, 36 months,12.69%,492.28,B,B5,Roanoke City Public Schools,7 years,40000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,241xx,VA,16.95,3,8,0,24715,52.80%,13,12-Aug,0
15000,15000,15000.0, 36 months,11.71%,496.14,B,B3,Sony Music Entertainment,7 years,74000.0,Verified,11-Nov,Fully Paid,debt_consolidation,100xx,NY,15.97,0,7,0,13132,56.60%,14,14-Dec,0
12000,12000,12000.0, 36 months,7.90%,375.49,A,A4,GE,3 years,70000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,913xx,CA,11.09,0,22,0,9718,10.20%,42,14-Dec,0
13000,13000,13000.0, 36 months,8.90%,412.8,A,A5,Automatic Data Processing,8 years,44100.0,Not Verified,11-Nov,Fully Paid,credit_card,917xx,CA,25.12,1,14,0,12842,66.50%,29,14-Dec,0
12000,12000,12000.0, 36 months,10.65%,390.88,B,B2,"Collins, Butler & Co., P.C.",10+ years,55000.0,Not Verified,11-Nov,Fully Paid,credit_card,737xx,OK,16.87,1,5,0,21047,70.60%,23,14-May,0
10000,10000,10000.0, 36 months,16.29%,353.01,D,D1,Four Seasons Agency of Hawaii,10+ years,35000.0,Source Verified,11-Nov,Fully Paid,credit_card,968xx,HI,5.76,3,6,0,7550,84.80%,18,14-Dec,0
11550,11550,11550.0, 36 months,16.77%,410.47,D,D2,HESC,10+ years,83954.0,Not Verified,11-Nov,Fully Paid,credit_card,121xx,NY,10.65,2,14,0,26454,79.20%,23,12-Dec,0
6000,6000,6000.0, 36 months,8.90%,190.52,A,A5,Joint Industray Board,4 years,100000.0,Source Verified,11-Nov,Fully Paid,home_improvement,100xx,NY,8.32,0,5,0,9844,53.80%,16,14-Dec,0
35000,35000,34900.56962, 60 months,18.64%,901.01,E,E1,Moody's Investors Service,6 years,248000.0,Verified,11-Dec,Current,debt_consolidation,110xx,NY,6.17,2,14,0,89144,83.90%,29,16-May,0
9000,9000,9000.0, 36 months,16.77%,319.85,D,D2,"alfred haber distribution, inc.",10+ years,160000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,076xx,NJ,9.94,0,14,0,16143,81.50%,28,14-Oct,0
12000,12000,12000.0, 60 months,14.65%,283.28,C,C3,Dover Downs Hotel and Casino,1 year,35000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,199xx,DE,22.18,1,7,0,9145,69.30%,9,14-Aug,0
28000,28000,27975.0, 36 months,7.90%,876.13,A,A4,Citrix Systems Inc.,8 years,82000.0,Verified,11-Nov,Fully Paid,debt_consolidation,300xx,GA,4.77,3,6,0,15173,69%,14,14-Dec,0
17400,17400,17400.0, 60 months,14.65%,410.76,C,C3,Fairless Citgo,4 years,43000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,190xx,PA,11.25,1,6,0,11576,69.70%,17,14-Dec,0
13000,13000,12975.0, 36 months,6.03%,395.67,A,A1,FG Products Inc,10+ years,73000.0,Not Verified,11-Nov,Fully Paid,credit_card,548xx,WI,5.34,3,7,0,11039,55.80%,23,14-May,0
14000,14000,14000.0, 60 months,13.49%,322.07,C,C1,bed bath and beyond,5 years,30000.0,Not Verified,11-Dec,Current,debt_consolidation,443xx,OH,19.44,0,7,0,14253,92%,20,16-May,0
17000,17000,16975.0, 36 months,13.49%,576.82,C,C1,Commonwealth of Kentucky,5 years,37000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,410xx,KY,15.73,1,7,0,17465,91.40%,29,12-Jul,0
6000,6000,6000.0, 36 months,14.65%,206.97,C,C3,chavant Inc.,4 years,30000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,087xx,NJ,15.68,1,11,0,2427,22.30%,14,15-Jan,0
20000,20000,20000.0, 36 months,10.65%,651.47,B,B2,Harlem Village Academies,< 1 year,65000.0,Verified,11-Nov,Fully Paid,credit_card,100xx,NY,6.72,0,13,0,11983,67%,20,14-Dec,0
1100,1100,1100.0, 36 months,14.65%,37.95,C,C3,Ariens,5 years,36000.0,Not Verified,11-Nov,Charged Off,vacation,541xx,WI,12.2,2,9,0,15876,87.20%,42,12-Apr,0
10000,10000,10000.0, 36 months,7.90%,312.91,A,A4,United Parcel Service,4 years,75000.0,Source Verified,11-Nov,Fully Paid,wedding,088xx,NJ,7.5,0,7,0,5911,31.40%,13,12-Aug,0
7000,7000,7000.0, 36 months,9.91%,225.58,B,B1,UC Santa Barbara,5 years,54008.0,Verified,11-Nov,Fully Paid,debt_consolidation,931xx,CA,8.64,0,11,0,11823,58.80%,12,14-Dec,0
14000,14000,14000.0, 36 months,10.65%,456.03,B,B2,US GOV,2 years,85000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,961xx,CA,17.39,2,6,0,11483,82%,15,14-Feb,0
5000,5000,5000.0, 36 months,6.62%,153.52,A,A2,Comprehensive Accounting Services,10+ years,54000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,481xx,MI,13.91,2,16,0,1848,5.40%,35,14-Dec,0
8500,8500,8500.0, 36 months,6.62%,260.99,A,A2,JPMorgan Chase Bank,4 years,84000.0,Source Verified,11-Nov,Fully Paid,credit_card,959xx,CA,17.21,0,19,0,31503,55%,59,14-Dec,0
19750,19750,19725.0, 60 months,16.77%,488.4,D,D2,Kaiser Permanente,5 years,66500.0,Verified,11-Dec,Fully Paid,debt_consolidation,956xx,CA,14.29,2,12,0,5888,69.30%,29,13-Sep,0
21000,21000,21000.0, 36 months,10.65%,684.04,B,B2,Hempstead ISD,6 years,53004.0,Verified,11-Dec,Fully Paid,other,770xx,TX,2.06,0,6,0,4643,25.30%,30,13-Oct,0
15000,15000,15000.0, 60 months,18.64%,386.15,E,E1,FMC Inc.,6 years,50000.0,Verified,11-Dec,Charged Off,credit_card,614xx,IL,13.34,0,12,0,16158,65.20%,17,13-May,0
12000,12000,12000.0, 36 months,6.62%,368.45,A,A2,"FileTrail, Inc.",6 years,71151.0,Not Verified,11-Nov,Fully Paid,credit_card,926xx,CA,18.57,0,12,0,15725,80.60%,25,14-Nov,0
9000,9000,9000.0, 36 months,7.51%,280.0,A,A3,Newport News Shipbuilding,7 years,125000.0,Verified,11-Nov,Fully Paid,debt_consolidation,234xx,VA,9.16,1,10,0,19268,51.60%,27,14-Dec,0
18000,18000,18000.0, 36 months,18.64%,656.54,E,E1,"Medical interventions, also Phoenix phys",10+ years,180000.0,Verified,11-Dec,Fully Paid,debt_consolidation,347xx,FL,11.95,0,8,0,13363,94.10%,32,15-Jan,0
10000,10000,10000.0, 36 months,14.27%,343.09,C,C2,Fidelity Investments,6 years,300000.0,Verified,11-Dec,Fully Paid,debt_consolidation,018xx,MA,5.65,3,7,0,7955,69.20%,22,14-Dec,0
7000,7000,6973.193955, 36 months,8.90%,222.28,A,A5,zoll medical corp,10+ years,35000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,018xx,MA,12.45,1,12,1,9859,35.90%,20,14-Dec,0
8000,8000,8000.0, 36 months,16.29%,282.41,D,D1,us postal service,10+ years,63000.0,Source Verified,11-Nov,Fully Paid,credit_card,331xx,FL,14.57,2,16,0,8380,81.50%,20,14-Dec,0
26000,26000,25950.0, 60 months,19.03%,674.89,E,E2,U.S. COAST GUARD,10+ years,72000.0,Verified,11-Dec,Charged Off,debt_consolidation,206xx,MD,22.22,1,9,0,22279,81.40%,21,15-Jan,0
28000,28000,27750.0, 60 months,10.65%,603.92,B,B2,Fulbright & Jaworski,5 years,64936.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,912xx,CA,8.91,0,7,0,13595,62.10%,22,14-May,0
35000,35000,34972.05982, 60 months,13.49%,805.17,C,C1,Miami-Dade Fire Rescue,6 years,98000.0,Verified,11-Dec,Charged Off,debt_consolidation,330xx,FL,14.55,1,7,0,26876,64%,35,13-Dec,0
5500,5500,5500.0, 60 months,19.42%,143.95,E,E3,Rgis llc,8 years,25000.0,Verified,11-Nov,Charged Off,other,301xx,GA,10.56,0,5,0,4816,56.70%,6,14-Mar,0
14400,14400,14400.0, 60 months,14.65%,339.94,C,C3,Seven Hills School,4 years,105000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,945xx,CA,10.75,7,21,0,19435,25.10%,44,14-Jan,0
10000,10000,10000.0, 36 months,10.65%,325.74,B,B2,shoreline commuty college,10+ years,44000.0,Source Verified,11-Nov,Fully Paid,other,981xx,WA,18.22,0,9,0,15657,93.80%,22,14-Sep,0
28000,28000,28000.0, 36 months,16.77%,995.08,D,D2,New Tribes Mission,10+ years,76000.0,Verified,11-Nov,Charged Off,credit_card,453xx,OH,13.78,1,6,0,28753,96.20%,17,14-Oct,0
5000,5000,4750.0, 36 months,16.29%,176.51,D,D1,US ARMY,2 years,24000.0,Source Verified,11-Nov,Fully Paid,major_purchase,762xx,TX,4.65,0,3,0,5063,64.10%,4,14-Oct,0
20000,20000,19675.0, 36 months,11.71%,661.52,B,B3,RSUI Group Inc,10+ years,57000.0,Verified,11-Nov,Fully Paid,debt_consolidation,913xx,CA,22.74,0,10,0,18306,67.10%,19,14-Oct,0
7000,7000,7000.0, 36 months,16.77%,248.77,D,D2,Verizon Wireless,1 year,45000.0,Verified,11-Nov,Fully Paid,credit_card,336xx,FL,22.21,2,14,0,7370,51.20%,22,13-Sep,0
10000,10000,10000.0, 36 months,13.49%,339.31,C,C1,Easy does it drywall,8 years,72000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,175xx,PA,8.68,2,9,0,4966,47.30%,16,13-Sep,0
10000,10000,10000.0, 36 months,16.77%,355.39,D,D2,mashantucket pequot gaming ent,10+ years,44000.0,Not Verified,11-Nov,Fully Paid,credit_card,028xx,RI,12.9,1,7,0,11415,71.30%,20,14-Dec,0
10000,10000,9750.0, 36 months,11.71%,330.76,B,B3,ups,10+ years,60000.0,Verified,11-Nov,Charged Off,credit_card,980xx,WA,19.92,0,10,0,18604,82.70%,18,14-Sep,0
20000,20000,20000.0, 36 months,10.65%,651.47,B,B2,DavEd Fire Systems,9 years,65000.0,Verified,11-Nov,Fully Paid,debt_consolidation,113xx,NY,14.36,0,7,0,20236,79.70%,10,14-Dec,0
6000,6000,6000.0, 36 months,12.69%,201.27,B,B5,California Music Academy,1 year,65000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,916xx,CA,5.41,1,8,0,14079,66.70%,14,14-Dec,0
16000,16000,16000.0, 36 months,17.27%,572.6,D,D3,Coos County Sheriff's Office,10+ years,65000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,974xx,OR,19.81,2,11,0,5389,26.60%,26,13-May,0
3400,3400,3400.0, 36 months,9.91%,109.57,B,B1,Veolia Transportation ,6 years,125000.0,Verified,11-Nov,Fully Paid,debt_consolidation,704xx,LA,16.95,0,18,0,32998,90.20%,37,14-Dec,0
6000,6000,6000.0, 36 months,13.49%,203.59,C,C1,Purcell Tire & Rubber Company,2 years,22500.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,636xx,MO,8.32,1,5,0,5552,81.60%,10,13-Nov,0
7000,7000,7000.0, 36 months,7.90%,219.04,A,A4,Whole Foods Market ,10+ years,47000.0,Not Verified,11-Nov,Charged Off,credit_card,945xx,CA,14.37,2,6,0,14089,82.40%,16,12-Oct,0
12000,12000,12000.0, 60 months,13.49%,276.06,C,C1,sams club,3 years,52000.0,Not Verified,11-Dec,Current,debt_consolidation,180xx,PA,21.42,1,8,0,13633,51.80%,15,16-May,0
7875,7875,7875.0, 60 months,19.42%,206.11,E,E3,ALLEGIANCE AUTO BODY,6 years,25000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,334xx,FL,19.82,1,12,0,6992,50.70%,22,15-Aug,0
21000,21000,20975.0, 60 months,21.28%,571.44,F,F2,morgan stanley smith barney,10+ years,109992.0,Verified,11-Dec,Current,other,076xx,NJ,10.89,0,13,0,32913,86.20%,35,16-May,0
17000,17000,16950.0, 36 months,6.62%,521.97,A,A2,Troop Support (DLA Philadelphia),6 years,78301.0,Verified,11-Nov,Fully Paid,debt_consolidation,191xx,PA,13.85,1,11,0,2700,4.80%,44,14-Feb,0
6000,6000,6000.0, 36 months,9.91%,193.35,B,B1,,,54516.0,Not Verified,11-Nov,Fully Paid,car,107xx,NY,10.43,1,12,0,8516,52.90%,21,14-Dec,0
9500,9500,9500.0, 36 months,6.62%,291.69,A,A2,,10+ years,43000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,314xx,GA,19.28,0,8,0,5240,69.90%,34,12-May,0
16000,16000,16000.0, 60 months,14.27%,374.54,C,C2,U. S Army,10+ years,72000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,799xx,TX,11.88,0,8,0,4612,30.10%,30,13-Aug,0
35000,35000,34975.0, 60 months,22.35%,973.64,F,F5,,10+ years,65000.0,Verified,11-Dec,Charged Off,debt_consolidation,775xx,TX,12.37,3,12,0,15950,71.20%,18,15-May,0
1200,1200,1200.0, 36 months,18.25%,43.54,D,D5,Omnicare,4 years,20400.0,Verified,11-Nov,Charged Off,other,450xx,OH,24.12,3,2,0,0,0.12%,8,14-Jul,0
